movie_name,year,duration,imdb_rating,vote_count,metascore,storyline,url
The Bourne Legacy,2012,2h 15m,6.6,328K,61,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",https://www.imdb.com/title/tt1194173/
Animal Kingdom,2010,1h 53m,7.2,63K,83,A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,https://www.imdb.com/title/tt1313092/
The Chronicles of Riddick,2004,1h 59m,6.6,251K,38,"The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",https://www.imdb.com/title/tt0296572/
"Sex, Lies, and Videotape",1989,1h 40m,7.2,64K,86,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,https://www.imdb.com/title/tt0098724/
The Changeling,1980,1h 47m,7.1,44K,70,"After experiencing tragic personal losses, a music professor rents a Seattle mansion with a troubled history.",https://www.imdb.com/title/tt0080516/
Ghost World,2001,1h 51m,7.3,132K,91,"Two eccentric best friends graduate high school and respond to a man's romance-seeking newspaper ad as a gag, only to find their lives becoming increasingly complicated.",https://www.imdb.com/title/tt0162346/
Slither,2006,1h 35m,6.5,95K,69,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",https://www.imdb.com/title/tt0439815/
Die Hard 2,1990,2h 4m,7.2,406K,67,"One year after the Nakatomi Plaza incident, John McClane faces off against terrorists who seize control of Washington Dulles Airport's systems on Christmas Eve, endangering multiple incoming flights, including one carrying his wife, Holly.",https://www.imdb.com/title/tt0099423/
The Many Saints of Newark,2021,2h,6.3,68K,60,"As rival gangsters begin to rise up and challenge the all-powerful DiMeo crime family's hold over the increasingly race-torn Newark, a young Tony Soprano is influenced by his uncle to become a all-powerful mob boss.",https://www.imdb.com/title/tt8110232/
Plane,2023,1h 47m,6.5,103K,62,A pilot finds himself caught in a war zone after he's forced to land his commercial aircraft during a terrible storm.,https://www.imdb.com/title/tt5884796/
T2 Trainspotting,2017,1h 57m,7.1,141K,67,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",https://www.imdb.com/title/tt2763304/
The Pledge,2001,2h 4m,6.7,77K,71,A retiring police detective pledges to catch the killer of a young child.,https://www.imdb.com/title/tt0237572/
Saint Maud,2019,1h 24m,6.6,56K,83,A pious nurse becomes dangerously obsessed with saving the soul of her dying patient.,https://www.imdb.com/title/tt7557108/
George of the Jungle,1997,1h 32m,5.6,90K,53,A man raised in the jungle by apes falls in love with a wealthy American heiress.,https://www.imdb.com/title/tt0119190/
Who Killed Teddy Bear,1965,1h 34m,6.6,1.7K,N/A,"In New York, a disco hostess is stalked by a sexual predator, and she requests help from a vice squad detective who takes a personal interest in the case.",https://www.imdb.com/title/tt0059909/
The Good Dinosaur,2015,1h 33m,6.7,139K,66,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",https://www.imdb.com/title/tt1979388/
The Chaser,2008,2h 5m,7.8,80K,64,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,https://www.imdb.com/title/tt1190539/
Risky Business,1983,1h 39m,6.8,108K,75,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",https://www.imdb.com/title/tt0086200/
Sacrifice,2025,1h 43m,6.1,184,48,"At an elite fundraising gala, celebrities and socialites find themselves in danger when armed activists storm the venue in pursuit of a legendary relic that could unlock supernatural powers.",https://www.imdb.com/title/tt32268992/
Doctor Zhivago,1965,3h 17m,7.9,87K,69,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",https://www.imdb.com/title/tt0059113/
Heavenly Creatures,1994,1h 39m,7.2,71K,86,"Two teenage girls share a unique bond: their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",https://www.imdb.com/title/tt0110005/
Steamboy,2004,2h 6m,6.8,20K,66,"In 1860s Britain, a boy inventor finds himself caught in the middle of a deadly conflict over a revolutionary advance in steam power.",https://www.imdb.com/title/tt0348121/
Vampires of the Velvet Lounge,2026,1h 45m,5.3,64,N/A,A coven of vampires is hunting on dating apps where they meet vampire hunters and schedule dates. The nights that unfold are action-packed modern horror madness.,https://www.imdb.com/title/tt29762861/
Miss Meadows,2014,1h 28m,5.8,12K,43,A proper elementary-school teacher moonlights as a vigilante.,https://www.imdb.com/title/tt3128900/
Open Range,2003,2h 19m,7.4,84K,67,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt landowner.,https://www.imdb.com/title/tt0316356/
Mandy,2018,2h 1m,6.5,98K,83,"The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",https://www.imdb.com/title/tt6998518/
The Life Aquatic with Steve Zissou,2004,1h 59m,7.2,221K,62,"With a plan to exact revenge on a legendary shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",https://www.imdb.com/title/tt0362270/
Tokyo Story,1953,2h 17m,8.1,77K,100,"An old couple visit their children and grandchildren in the city, but receive little attention.",https://www.imdb.com/title/tt0046438/
Come See Me in the Good Light,2025,1h 44m,7.5,3K,81,"Facing an incurable diagnosis, two poet lovers embark on a poignant yet unexpectedly humorous exploration of love, mortality, and life's moments.",https://www.imdb.com/title/tt34966013/
3 Days to Kill,2014,1h 57m,6.2,101K,40,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,https://www.imdb.com/title/tt2172934/
City Lights,1931,1h 27m,8.5,216K,99,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a blind flower girl accumulates money to be able to help her medically.",https://www.imdb.com/title/tt0021749/
Mystic Pizza,1988,1h 44m,6.4,37K,59,Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.,https://www.imdb.com/title/tt0095690/
Puss in Boots,2011,1h 30m,6.6,211K,65,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",https://www.imdb.com/title/tt0448694/
Octopussy,1983,2h 11m,6.5,121K,63,"A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base.",https://www.imdb.com/title/tt0086034/
Dangerous Minds,1995,1h 39m,6.5,61K,46,"LouAnne, a retired US marine, becomes a teacher in a Californian high school. But her mostly Latino and black students from an impoverished and racially segregated locality do not easily embrace her.",https://www.imdb.com/title/tt0112792/
Guns Akimbo,2019,1h 38m,6.3,77K,42,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,https://www.imdb.com/title/tt6902676/
All the Pretty Horses,2000,1h 56m,5.8,16K,55,"Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.",https://www.imdb.com/title/tt0149624/
Through My Window,2022,1h 56m,5.5,25K,N/A,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",https://www.imdb.com/title/tt14463484/
Thaai Kizhavi,2026,2h 30m,8.1,645,N/A,"Pavunuthayi is a fiercely independent, intimidating elderly woman in a rural village, known for being tough, ruthless, and blunt-especially as a moneylender whose strict enforcement of dues makes her feared by locals.",https://www.imdb.com/title/tt39255646/
The Secret of NIMH,1982,1h 22m,7.5,50K,76,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",https://www.imdb.com/title/tt0084649/
The Final Destination,2009,1h 22m,5.1,141K,30,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,https://www.imdb.com/title/tt1144884/
Mama,2013,1h 40m,6.2,200K,57,"Two little girls disappear into the woods the day that their parents were killed. When they are found 5 years later and begin a new life, they find that someone or something still wants to tuck them in at night.",https://www.imdb.com/title/tt2023587/
Live Free or Die Hard,2007,2h 8m,7.1,435K,69,"John McClane is forced to team up with a young computer hacker, Matt Farrell, to stop a master cyber-terrorist called Thomas Gabriel, who wants to shut down the entire nations computer infrastructure in a mass cyber attack.",https://www.imdb.com/title/tt0337978/
Romancing the Stone,1984,1h 46m,6.9,112K,63,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue.",https://www.imdb.com/title/tt0088011/
FernGully: The Last Rainforest,1992,1h 16m,6.6,37K,67,"The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.",https://www.imdb.com/title/tt0104254/
Eko,2025,2h 5m,7.7,9.3K,N/A,"In misty Kaattukunnu hills, an elderly woman and her caretaker confront past memories while a hunted dog breeder named Kuriyachan eludes capture. As searchers arrive, buried secrets emerge.",https://www.imdb.com/title/tt36616410/
Refuge,2023,1h 31m,4.2,502,N/A,"Sergeant Rick Pedroni, who comes home to his wife Kate changed and dangerous after suffering an attack by a mysterious force during combat in Afghanistan.",https://www.imdb.com/title/tt14351530/
Overboard,2018,1h 52m,6.0,45K,42,"After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",https://www.imdb.com/title/tt1563742/
Robin Hood,1973,1h 23m,7.5,150K,57,The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.,https://www.imdb.com/title/tt0070608/
Congo,1995,1h 49m,5.3,52K,24,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",https://www.imdb.com/title/tt0112715/
It Feeds,2025,1h 42m,5.6,7.3K,66,"After a young girl bursts into their home psychiatry practice claiming an entity is feeding on her, Jordan and her clairvoyant mother must find a way to stop the force before the girl is taken completely.",https://www.imdb.com/title/tt28230296/
Brightburn,2019,1h 30m,6.1,121K,44,An alien that looks like a human boy uses its powers in sinister and destructive ways.,https://www.imdb.com/title/tt7752126/
The Killer's Game,2024,1h 44m,5.8,21K,36,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues.",https://www.imdb.com/title/tt0327785/
